"title","year","length","rating","genre"
"Germinal","1963","110","7.3","Drama"
"Germinal","1993","159","7","Drama"
"Gerodokoros, O","1967","88","6.7","Comedy"
"Geroite na Shipka","1955","137","8.7","Drama"
"Geronimo: An American Legend","1993","115","6.2","Drama"
"Gerorisuto","1990","12","2.3","Short"
"Gerry","2002","105","6","Drama"
"Gertrud","1964","115","7.4","Drama"
"Gertrudis Bocanegra","1992","98","6.4","Drama"
"Gervaise","1956","116","7.4","Drama"
"Geschichte vom Onkel Willy aus Golzow, Die","1996","140","8.8","Documentary"
"Geschichte vom weinenden Kamel, Die","2003","90","7.4","Drama"
"Geschichten aus dem Wienerwald","1961","120","5.6","Drama"
"Geschlecht in Fesseln - Die Sexualnot der Gefangenen","1928","107","7.5","Drama"
"Geschriebene Gesicht, Das","1995","89","","Documentary"
"Geschwister - Kardesler","1997","82","6.3","Drama"
"Gespenster","2005","85","7.7","Drama"
"Gestehen Sie, Dr. Corda!","1958","98","4.6","Drama"
"Gestiefelte Kater, Der","1955","67","6.2","Romance"
"Gesucht: Monika Ertl","1989","89","8.8","Documentary"
"Get Back","1991","89","5.6","Documentary"
"Get Bruce","1999","82","5.5","Documentary"
"Get Carter","1971","112","7.4","Action"
"Get Carter","2000","104","4.7","Action"
"Get Cracking","1943","96","1.4","Comedy"
"Get Crazy","1983","92","6.1","Comedy"
"Get Mean","1976","84","2.1","Action"
"Get Out and Get Under","1920","28","7","Comedy"
"Get Out of My Room","1985","53","4","Comedy"
"Get Outta Here","2001","20","6.1","Short"
"Get Over It","2001","87","5.7","Comedy"
"Get Ready to Be Boyzvoiced","2000","95","6.9","Comedy"
"Get Rich Quick","1951","6","7.3","Animation"
"Get Rich Quick Porky","1937","7","5.8","Animation"
"Get Shorty","1995","105","7","Comedy"
"Get Up!","2003","112","7.1","Action"
"Get Well Soon","2001","95","5","Comedy"
"Get Your Stuff","2000","93","5.1","Comedy"
"Get Yourself a College Girl","1964","87","4.5","Comedy"
"Get a Job","1985","11","6.5","Animation"
"Get a Job","1998","93","2.3","Comedy"
"Get on the Bus","1996","120","6.6","Drama"
"Get the Picture","2004","9","5.8","Short"
"Get to Know Your Rabbit","1972","91","5.1","Comedy"
"Get-Away, The","1941","89","6.8","Drama"
"Getaway, The","1972","122","7.3","Action"
"Getaway, The","1994","116","5.5","Action"
"Geteilte Himmel, Der","1964","110","6.4","Drama"
"Geteiltes Leid","2000","","7.8","Short"
"Getno","2004","95","3","Comedy"
"Gettin' Grown","2004","74","8.4","Drama"
"Gettin' Square","2003","100","6.8","Comedy"
"Getting Acquainted","1914","16","6.3","Comedy"
"Getting Away with Murder","1996","91","3.9","Comedy"
"Getting Even with Dad","1994","109","4.2","Comedy"
"Getting Gertie's Garter","1945","72","6.6","Comedy"
"Getting Hal","2003","85","6","Action"
"Getting In","1994","94","4.4","Comedy"
"Getting Into Heaven","1970","81","3.5","Comedy"
"Getting It On","1983","96","3","Comedy"
"Getting It Over with","1977","28","7.8","Short"
"Getting It Right","1989","102","6.5","Comedy"
"Getting Lucky","1990","85","4.2","Comedy"
"Getting Out","2002","22","8.2","Comedy"
"Getting Out of Rhode Island","2003","103","8.4","Drama"
"Getting Started","1979","12","6.3","Animation"
"Getting Straight","1970","124","6","Drama"
"Getting Together","1976","110","3.6","Drama"
"Getting Wasted","1980","98","4.2","Comedy"
"Getting a Ticket","1930","11","6","Comedy"
"Getting of Wisdom, The","1978","101","6.5","Drama"
"Getting to Know You","1999","96","7","Comedy"
"Gettysburg","1993","259","7.5","Drama"
"Geu seome gago shibda","1993","102","6.8","Drama"
"Geuddae geusaramdeul","2005","102","6.8","Comedy"
"Geudeulmanui sesang","1996","106","4","Drama"
"Geuhurodo olaetdongan","1989","112","7.6","Drama"
"Geung si sin sang","1985","96","7.6","Action"
"Gezin van Paemel, Het","1986","90","6.9","Drama"
"Ggeol Deok-swi","1989","94","1.8","Drama"
"Ggobangdongne saramdeul","1982","108","2.4","Drama"
"Ggotip","1996","89","8.1","Drama"
"Ggotpineun bomi omyeon","2004","128","7.4","Drama"
"Gharaana Mogudu","1992","149","9","Action"
"Ghare-Baire","1984","140","7.8","Drama"
"Ghayal","1990","163","7.9","Action"
"Ghazal al-banat","1949","120","8.2","Comedy"
"Ghetto","1997","122","3.3","Documentary"
"Ghosks Is the Bunk","1939","6","6.7","Animation"
"Ghost","1990","128","6.8","Drama"
"Ghost Bird: The Life and Art of Judith Deim","2000","54","8.6","Documentary"
"Ghost Breakers, The","1940","82","7.5","Comedy"
"Ghost Busters","1984","107","7.5","Comedy"
"Ghost Catchers","1944","68","7.1","Comedy"
"Ghost Chasers","1951","69","6.9","Comedy"
"Ghost Comes Home, The","1940","79","6","Comedy"
"Ghost Cop","2004","8","4.4","Short"
"Ghost Dad","1990","83","3.8","Comedy"
"Ghost Dog: The Way of the Samurai","1999","116","7.5","Action"
"Ghost Fever","1987","86","2.4","Comedy"
"Ghost Goes Gear, The","1966","79","4.2","Comedy"
"Ghost Goes West, The","1935","95","6.8","Comedy"
"Ghost Goes Wild, The","1947","66","6.3","Comedy"
"Ghost Reader","2001","14","7.2","Short"
"Ghost Rock","2003","101","3.4","Action"
"Ghost Ship, The","1943","69","6.5","Drama"
"Ghost Story","1981","110","6","Drama"
"Ghost Talks, The","1949","16","6.6","Comedy"
"Ghost Wanted","1940","7","7.2","Animation"
"Ghost World","2000","111","7.8","Comedy"
"Ghost and Mr. Chicken, The","1966","90","6.8","Comedy"
"Ghost and Mrs. Muir, The","1947","104","7.8","Romance"
"Ghost and the Darkness, The","","109","6.4","Action"
"Ghost and the Guest, The","1943","61","5","Comedy"
"Ghost in the Invisible Bikini, The","1966","82","3.7","Comedy"
"Ghost in the Noonday Sun","1973","90","4.4","Comedy"
"Ghost of Dragstrip Hollow","1959","65","3.5","Comedy"
"Ghost of F. Scott Fitzgerald, The","2002","12","4.6","Short"
"Ghost of Slumber Mountain, The","1918","19","5.3","Short"
"Ghost of St. Michael's, The","1941","82","7.6","Comedy"
"Ghost of Stephen Foster","2000","4","6.7","Animation"
"Ghostbusters II","1989","103","5.7","Action"
"Ghosthunter","2000","20","5.7","Drama"
"Ghostkeeper","1981","88","3.8","Drama"
"Ghostlight","2003","80","5","Comedy"
"Ghosts Can't Do It","1990","90","2.2","Comedy"
"Ghosts of Attica","2001","90","8.3","Documentary"
"Ghosts of Berkeley Square, The","1947","85","6.3","Comedy"
"Ghosts of Hamilton Street","2003","106","5.8","Drama"
"Ghosts of Mars","2001","98","4.6","Action"
"Ghosts of Mississippi","1996","130","6.4","Drama"
"Ghosts of the Abyss","2003","43","6.6","Documentary"
"Ghosts on the Loose","1943","67","4.8","Comedy"
"Ghosts... of the Civil Dead","1988","93","7.1","Drama"
"Ghoulies","1985","82","3.2","Comedy"
"Ghoulies II","1987","89","3.3","Comedy"
"Ghoulies IV","","84","2.1","Comedy"
"Ghulam-E-Musthafa","1997","162","6","Action"
"Ghulami","1985","199","7.1","Action"
"Gia poion ktypa i koudouna","1968","82","5.7","Comedy"
"Giant","1956","201","7.5","Drama"
"Giant of Norway, The","1939","11","5.2","Short"
"Giant of Thunder Mountain, The","1991","88","5.5","Drama"
"Giantland","1933","8","7","Animation"
"Giardini dell'Eden, I","1998","95","6.8","Drama"
"Giardino dei Finzi-Contini, Il","1970","94","7.7","Drama"
"Gibel Otrara","1991","176","8","Drama"
"Gideon","1999","96","6.9","Comedy"
"Gideon's Day","1958","118","6.6","Drama"
"Gidget","1959","95","6","Comedy"
"Gidget Goes Hawaiian","1961","101","4.6","Comedy"
"Gidget Goes to Rome","1963","104","4.4","Comedy"
"Gierig","1999","92","5.4","Drama"
"Gifle, La","1974","104","5.9","Comedy"
"Gift","1966","96","7.6","Drama"
"Gift Horse","1952","100","6.1","Drama"
"Gift Wrapped","1952","7","6.7","Animation"
"Gift for Heidi, A","1958","71","5.3","Drama"
"Gift of Gab","1934","70","3.6","Comedy"
"Gift of Love, The","1958","105","5.7","Drama"
"Gift of the Magi, The","1980","16","6.2","Drama"
"Gift, The","1977","16","8.4","Short"
"Gift, The","2000","111","6.8","Drama"
"Giftas","1955","74","3.3","Drama"
"Gig, The","1985","92","6.6","Drama"
"Gigantic (A Tale of Two Johns)","2002","102","7.8","Documentary"
"Giger's Alien","1979","34","8.9","Documentary"
"Giger's Necronomicon","1975","40","8","Documentary"
"Gigi","1949","82","6.3","Comedy"
"Gigi","1958","","7","Comedy"
"Gigli","2003","121","2.3","Comedy"
"Gigot","1962","104","6.7","Comedy"
"Gilda","1946","110","7.6","Drama"
"Gilda Live","1980","96","6.7","Comedy"
"Gilded Lily, The","1935","80","6.8","Comedy"
"Gilded Stones","2004","9","7","Short"
"Gildersleeve on Broadway","1943","65","5.4","Comedy"
"Gildersleeve's Bad Day","1943","63","5.9","Comedy"
"Gildersleeve's Ghost","1944","64","5.5","Comedy"
"Giliap","1975","135","4.6","Drama"
"Gilsoddeum","1986","100","4.3","Drama"
"Gimaghin sanaedeul","1998","107","6.9","Drama"
"Gimme Shelter","1970","91","7.6","Documentary"
"Gimme an 'F'","1984","93","3.1","Comedy"
"Gina","1975","95","5.9","Drama"
"Gina, an Actress, Age 29","2001","22","6.7","Comedy"
"Ginecologo della mutua, Il","1977","78","4.1","Comedy"
"Ginevra","1992","142","8.6","Drama"
"Ging chaat goo si","1985","90","7.4","Action"
"Ging chaat goo si juk jaap","1988","92","7","Action"
"Ginger","1971","102","3","Drama"
"Ginger Meggs","1982","100","4.3","Comedy"
"Ginger Snaps","2000","110","6.8","Comedy"
"Ginger e Fred","1986","125","7","Comedy"
"Ginger in the Morning","1974","90","4.9","Comedy"
"Ginostra","2002","135","4.6","Drama"
"Ginrei no hate","1947","89","7.9","Action"
"Giocattolo, Il","1979","118","6.1","Drama"
"Gion bayashi","1953","90","7.7","Drama"
"Gion no shimai","1936","95","8.1","Drama"
"Giordano Bruno","1973","114","6.8","Drama"
"Giornata balorda, La","1960","84","8.7","Drama"
"Giornata particolare, Una","1977","110","7.5","Drama"
"Giorni","2001","90","6.7","Drama"
"Giorni d'amore","1954","98","6.5","Comedy"
"Giorni del commissario Ambrosio, I","1988","96","6.3","Drama"
"Giorni dell'amore e dell'odio, I","2001","100","3.5","Drama"
"Giorni di gloria","1945","71","8.1","Documentary"
"Giorno del Cobra, Il","1980","91","5.5","Action"
"Giorno della civetta, Il","1968","112","6.8","Drama"
"Giorno della prima di Close Up, Il","1996","7","7.7","Short"
"Giorno in pretura, Un","1954","88","7.1","Comedy"
"Giorno prima, Il","1987","106","5.8","Drama"
"Giovane Toscanini, Il","1988","109","4.7","Drama"
"Giovani","2003","90","5","Drama"
"Giovani mariti","1957","98","6.2","Comedy"
"Giovani, belle... probabilmente ricche","1982","88","5","Comedy"
"Giovanni Falcone","1993","124","6.7","Drama"
"Giovannona coscialunga, disonorata con onore","1973","94","6.2","Comedy"
"Giovedi, Il","1963","100","7.8","Drama"
"Gipgo puleun bam","1985","93","5.5","Drama"
"Gipusu","2001","83","6.3","Drama"
"Girafot","2001","115","8.6","Action"
"Girasoli, I","1970","98","6.6","Drama"
"Girl","1998","99","5.7","Drama"
"Girl 6","1996","108","5","Comedy"
"Girl Can't Help It, The","1956","99","6.7","Comedy"
"Girl Chewing Gum, The","1976","12","7.2","Short"
"Girl Crazy","1932","75","6.7","Comedy"
"Girl Crazy","1943","99","7","Comedy"
"Girl Downstairs, The","1938","77","","Comedy"
"Girl Fever","2002","98","4.7","Comedy"
"Girl From Monday, The","2005","84","4.6","Action"
"Girl From Tobacco Row, The","1966","87","3.7","Comedy"
"Girl Gang","1954","63","4.7","Drama"
"Girl Gets Moe, The","1997","102","4.5","Drama"
"Girl Go Boom","2000","3","5.5","Short"
"Girl Grief","1932","20","7.9","Comedy"
"Girl Guide","1995","93","4.8","Action"
"Girl Happy","1965","96","5","Comedy"
"Girl He Left Behind, The","1956","103","5.8","Comedy"
"Girl Is a Girl, A","1999","87","5.8","Drama"
"Girl Missing","1933","69","6.1","Comedy"
"Girl Most Likely, The","1957","98","5.8","Comedy"
"Girl Must Live, A","1939","92","5.9","Drama"
"Girl Named Tamiko, A","1963","110","5.3","Drama"
"Girl Next Door, The","1953","92","6.5","Comedy"
"Girl Next Door, The","2004","110","6.8","Comedy"
"Girl Play","2004","80","3.3","Comedy"
"Girl Rush","1944","65","4.4","Comedy"
"Girl Rush, The","1955","85","5","Comedy"
"Girl Said No, The","1930","92","6.7","Comedy"
"Girl Shy","1924","80","7.9","Action"
"Girl Stroke Boy","1971","86","3","Comedy"
"Girl Trouble","1942","81","5.8","Comedy"
"Girl Who Had Everything, The","1953","69","4.8","Drama"
"Girl Who Stayed at Home, The","1919","60","7.4","Drama"
"Girl Without a Room","1933","78","6.9","Comedy"
"Girl Wrestler","2003","56","8","Documentary"
"Girl and Her Trust, The","1912","17","7.6","Drama"
"Girl and the Gambler, The","1939","63","4.1","Comedy"
"Girl for Girl","2000","91","3.5","Drama"
"Girl from 10th Avenue, The","1935","69","6.6","Drama"
"Girl from Calgary, The","1932","64","8.7","Comedy"
"Girl from Jones Beach, The","1949","78","4.5","Comedy"
"Girl from Mexico, The","1939","71","5.7","Comedy"
"Girl from Missouri, The","1934","70","6.5","Comedy"
"Girl from Petrovka, The","1974","103","5","Comedy"
"Girl from S.E.X., The","1982","88","6.1","Comedy"
"Girl in Black Stockings, The","1957","73","6.1","Drama"
"Girl in Every Port, A","1928","62","6.2","Comedy"
"Girl in Every Port, A","1952","86","4.9","Comedy"
"Girl in Gold Boots","1969","94","1.8","Drama"
"Girl in Lovers Lane, The","1959","78","2.1","Drama"
"Girl in Room 13","1961","79","6.5","Drama"
"Girl in White, The","1952","92","6","Drama"
"Girl in a Swing, The","1988","119","4.5","Drama"
"Girl in the Cadillac","1995","89","4.5","Drama"
"Girl in the Kremlin, The","1957","81","3.4","Drama"
"Girl in the Lay-By, The","2000","10","7","Short"
"Girl in the Picture, The","1986","84","5.2","Comedy"
"Girl in the Red Dress, The","2002","12","6.2","Short"
"Girl in the Red Velvet Swing, The","1955","104","6.5","Drama"
"Girl of Silence, The","1995","90","6","Drama"
"Girl of the Golden West, The","1938","121","6.1","Romance"
"Girl of the Night","1960","93","5.6","Drama"
"Girl on a Chain Gang","1965","96","6.1","Drama"
"Girl on a Motocycle, The","1968","91","5.1","Romance"
"Girl on the Boat, The","1962","90","5.3","Comedy"
"Girl on the Bridge, The","1951","76","5.2","Drama"
"Girl on the Run","1958","77","7.7","Drama"
"Girl with Brains in Her Feet, The","1997","98","5.3","Comedy"
"Girl with Green Eyes","1964","91","6.5","Drama"
"Girl with a Pearl Earring","2003","100","7.3","Drama"
"Girl's Best Years, A","1937","19","5.2","Comedy"
"Girl's Folly, A","1917","30","7.1","Comedy"
"Girl's Own Story, A","1984","27","6.7","Short"
"Girl, Interrupted","1999","127","7","Drama"
"Girl, The","1986","105","6.3","Drama"
"Girl, a Guy, and a Gob, A","1941","90","6.4","Comedy"
"Girl, the Body, and the Pill, The","1967","80","2","Drama"
"Girlfight","2000","110","7","Drama"
"Girlfriend from Hell","1990","92","4","Comedy"
"Girlfriends","1978","86","6","Comedy"
"Girlfriends","1993","69","4.6","Comedy"
"Girlhood","2003","82","7.3","Documentary"
"Girls","1980","95","4.5","Drama"
"Girls About Town","1931","66","7.1","Comedy"
"Girls Are for Loving","1973","90","4.3","Drama"
"Girls Come First","1975","43","1.5","Comedy"
"Girls Demand Excitement","1931","69","3.7","Comedy"
"Girls Guitar Club, The","2001","14","6.4","Comedy"
"Girls Just Want to Have Fun","1985","90","5.4","Comedy"
"Girls Like Us","1997","60","6.7","Documentary"
"Girls Night Out","1997","32","4.9","Short"
"Girls Taking Time Checks","1904","3","3.3","Short"
"Girls Town","1959","90","3.1","Drama"
"Girls Town","1996","90","5.9","Comedy"
"Girls U.S.A.","1980","71","4.7","Drama"
"Girls Winding Armatures","1904","2","2.8","Short"
"Girls and Daddy, The","1909","15","4.9","Drama"
"Girls in Chains","1943","75","1.8","Drama"
"Girls in Prison","1956","87","4.7","Drama"
"Girls of Pleasure Island, The","1953","95","6","Comedy"
"Girls on Probation","1938","63","2.7","Drama"
"Girls on the Beach, The","1965","80","4.4","Comedy"
"Girls on the Loose","1958","77","5.1","Drama"
"Girls! Girls! Girls!","1962","106","4.6","Comedy"
"Girls' Dormitory","1936","66","5.4","Drama"
"Girls' Night","1998","102","6.8","Comedy"
"Girls' Room, The","2000","101","5.6","Comedy"
"Girltalk","1987","85","6.1","Documentary"
"Giro di lune tra terra e mare","1997","124","8.8","Drama"
"Girolimoni, il mostro di Roma","1972","98","6.3","Comedy"
"Gisele Kerozene","1989","5","6.5","Animation"
"Giselle","1983","90","3.4","Drama"
"Gishiki","1971","123","8","Comedy"
"Gitan, Le","1975","102","6.7","Drama"
"Gitane, La","1986","95","4.5","Comedy"
"Gitanes","1997","8","5.8","Short"
"Gitano","2000","106","4.6","Drama"
"Gitarrmongot","2004","89","6","Drama"
"Giudice ragazzino, Il","1994","92","6.4","Drama"
"Giudizio universale, Il","1961","100","6.4","Comedy"
"Giulia e Giulia","1987","98","4.9","Drama"
"Giulietta degli spiriti","1965","137","7.3","Comedy"
"Giulio Cesare, il conquistatore delle Gallie","1962","103","5.7","Action"
"Giuseppe Verdi","1953","118","5.8","Drama"
"Giv'a 24 Eina Ona","1955","101","6","Drama"
"Giv'at Halfon Eina Ona","1975","92","8.3","Comedy"
"Give 'em Hell, Harry!","1975","104","7.3","Drama"
"Give It to Me White Boy","2001","5","4.6","Comedy"
"Give Me Liberty","1936","21","6.1","Drama"
"Give Me Your Heart","1936","88","6.5","Drama"
"Give Me a Sailor","1938","80","6.4","Comedy"
"Give My Regards to Broad Street","1984","108","4.1","Drama"
"Give Up Yer Aul Sins","2001","5","7.2","Animation"
"Give Us This Day","1949","120","8.2","Drama"
"Give Us Wings","1940","62","5.5","Comedy"
"Give Us the Earth!","1947","21","5.9","Documentary"
"Give Us the Moon","1944","95","4.9","Comedy"
"Give a Girl a Break","1953","82","5.6","Comedy"
"Give and Tyke","1957","6","7","Animation"
"Giving It Up","1999","90","4","Comedy"
"Giving Tree, The","2000","89","4.5","Drama"
"Gizmo!","1977","77","7.1","Comedy"
"Gjest Baardsen","1939","99","6.8","Comedy"
"Glaadiator","2002","9","6.8","Comedy"
"Glad Rags to Riches","1932","10","6.5","Comedy"
"Gladiator","1992","101","5.7","Action"
"Gladiator","2000","155","8","Action"
"Gladiator Cop","1995","92","2.7","Action"
"Gladiator, The","1938","72","6.9","Comedy"
"Gladiatore invincibile, Il","1962","90","4.4","Action"
"Gladiatrici, Le","1963","84","7.8","Action"
"Glaive et la balance, Le","1963","131","6.9","Drama"
"Glamour","1934","74","5.2","Drama"
"Glamour","2000","115","4.3","Drama"
"Glaneurs et la glaneuse, Les","2000","82","7.3","Documentary"
"Glanz von Berlin, Der","2002","91","7","Documentary"
"Glas","1958","11","7.2","Documentary"
"Glas Wasser, Das","1960","81","8.8","Comedy"
"Glasberget","1953","101","7.8","Drama"
"Glass Bottom Boat, The","1966","110","6","Comedy"
"Glass Cage, The","1996","96","4.2","Drama"
"Glass Jar, The","1999","92","5.1","Comedy"
"Glass Key, The","1935","80","6.2","Drama"
"Glass Key, The","1942","85","7.3","Drama"
"Glass Menagerie, The","1950","107","6.9","Drama"
"Glass Menagerie, The","1987","134","7.2","Drama"
"Glass Mountain, The","1949","88","6","Drama"
"Glass Shield, The","1994","109","6","Drama"
"Glass Slipper, The","1955","93","5.8","Romance"
"Glass Wall, The","1953","82","6.1","Drama"
"Glass Web, The","1953","78","6.1","Drama"
"Glasses","2001","25","4.7","Animation"
"Glastonbury the Movie","1995","96","5.4","Documentary"
"Glatzkopfbande, Die","1963","74","6.3","Drama"
"Glauber o Filme, Labirinto do Brasil","2003","98","6.9","Documentary"
"Glaze of Cathexis","1990","3","7","Short"
"Gleaming the Cube","1989","105","5.4","Action"
"Glen & Glenda","1994","74","4.2","Drama"
